epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,417.678,0.79659,0.47805,0.95309,0.8341,0.85991,0.90382,0.68444,0.85105,0.58941,1.00238,0.0006668,0.0006668,0.0006668
103,421.726,0.79771,0.48015,0.95077,0.84045,0.85252,0.91344,0.69655,0.86204,0.56906,1.00866,0.0006536,0.0006536,0.0006536
104,425.831,0.79076,0.47703,0.95026,0.828,0.84548,0.90591,0.69233,0.85411,0.56888,1.00867,0.0006404,0.0006404,0.0006404
105,429.956,0.80557,0.47656,0.95216,0.83559,0.84724,0.90855,0.69504,0.85769,0.5606,1.01123,0.0006272,0.0006272,0.0006272
106,434.031,0.79503,0.47296,0.95141,0.826,0.82713,0.89574,0.67942,0.87699,0.58936,1.01177,0.000614,0.000614,0.000614
107,438.053,0.7924,0.4746,0.95699,0.82501,0.83245,0.89757,0.6847,0.85754,0.56067,1.00589,0.0006008,0.0006008,0.0006008
108,442.12,0.7928,0.4721,0.95421,0.83229,0.83826,0.90412,0.68714,0.86619,0.5692,1.00536,0.0005876,0.0005876,0.0005876
109,446.144,0.81153,0.48752,0.96131,0.83208,0.84419,0.90704,0.69001,0.86888,0.55706,1.01077,0.0005744,0.0005744,0.0005744
110,450.173,0.79095,0.47717,0.95319,0.8267,0.86572,0.91222,0.69316,0.87278,0.56483,1.00844,0.0005612,0.0005612,0.0005612
111,454.228,0.80991,0.47815,0.95369,0.83203,0.846,0.90977,0.6935,0.86206,0.54629,1.00327,0.000548,0.000548,0.000548
112,458.33,0.79823,0.47287,0.94763,0.84781,0.84548,0.9108,0.69411,0.8627,0.5655,1.00433,0.0005348,0.0005348,0.0005348
113,462.399,0.7929,0.46612,0.94572,0.83012,0.85657,0.91161,0.69766,0.85389,0.55949,1.00222,0.0005216,0.0005216,0.0005216
114,466.476,0.79381,0.468,0.94461,0.83401,0.86038,0.91221,0.70112,0.84772,0.54263,0.99766,0.0005084,0.0005084,0.0005084
115,470.591,0.76976,0.45507,0.93664,0.83157,0.85065,0.9084,0.6935,0.86111,0.54227,1.00417,0.0004952,0.0004952,0.0004952
116,474.707,0.77512,0.45633,0.94021,0.83909,0.84064,0.90502,0.68619,0.87449,0.55066,1.01141,0.000482,0.000482,0.000482
117,478.816,0.79085,0.4642,0.94343,0.83091,0.85304,0.90578,0.68961,0.87235,0.5554,1.01225,0.0004688,0.0004688,0.0004688
118,482.94,0.77217,0.45882,0.94176,0.83164,0.85198,0.90266,0.68484,0.86565,0.56504,1.01458,0.0004556,0.0004556,0.0004556
119,487.009,0.76844,0.4565,0.94105,0.85067,0.82409,0.90376,0.68972,0.86854,0.54864,1.00993,0.0004424,0.0004424,0.0004424
120,491.062,0.77738,0.46373,0.94345,0.82931,0.84998,0.90524,0.69283,0.8589,0.56259,1.00722,0.0004292,0.0004292,0.0004292
121,495.152,0.75612,0.45081,0.93304,0.81822,0.86642,0.90445,0.68787,0.87144,0.57363,1.01405,0.000416,0.000416,0.000416
122,499.278,0.77592,0.4582,0.94192,0.8264,0.84448,0.90535,0.69149,0.86858,0.56823,1.0083,0.0004028,0.0004028,0.0004028
123,503.4,0.78043,0.45392,0.93792,0.84858,0.83145,0.90751,0.69408,0.85927,0.56297,1.00479,0.0003896,0.0003896,0.0003896
124,507.557,0.78009,0.45543,0.94259,0.84258,0.83791,0.90634,0.6932,0.85857,0.55856,1.00498,0.0003764,0.0003764,0.0003764
125,511.616,0.76619,0.44654,0.93484,0.83532,0.84037,0.90411,0.6894,0.86595,0.56741,1.00405,0.0003632,0.0003632,0.0003632
126,515.744,0.78756,0.45379,0.93723,0.82743,0.85656,0.90498,0.69268,0.86759,0.56567,1.00706,0.00035,0.00035,0.00035
127,519.865,0.77936,0.45213,0.93679,0.83496,0.84406,0.9034,0.69057,0.86489,0.56825,1.00594,0.0003368,0.0003368,0.0003368
